Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,calculate_sale,total_cost,Profi,Profi_Marge,Vente_Point,Sales_Rep_encoder,Region_encoder,Product_Category_encoder,Customer_Type_encoder,Payment_Method_encoder,Sales_Channel_encoder,Region_and_Sales_Rep_encoder
1075,2023-11-05,Bob,East,8127.7,37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob,61374.74160000001,61993.87,-53866.170000000006,-6.627480098920975,58266.56,1,0,2,0,0,0,1
1056,2023-05-17,David,West,8374.68,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,92713.8732,115699.9,-107325.22,-12.815441306414096,54562.86,3,3,3,1,1,1,18
1017,2023-07-21,David,East,3388.69,1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David,287.3299,172.59,3216.1,0.9490688142025384,94915.59,3,0,2,1,0,0,3
1038,2023-11-09,David,East,6966.82,1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David,1470.3506,1281.65,5685.17,0.8160351494656098,101882.41,3,0,2,1,2,0,3
1024,2023-04-27,Alice,West,7734.12,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,92333.934,86900.1,-79165.98000000001,-10.23593893035019,45239.06,0,3,2,1,1,0,15
1069,2023-06-03,David,West,6581.04,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,44842.2912,60236.4,-53655.36,-8.153021406950877,61143.9,3,3,0,0,2,1,18
1098,2023-10-18,Eve,West,1600.79,21,Furniture,725.03,828.9499999999999,New,0.18,Bank Transfer,Online,West-Eve,14274.518999999998,15225.63,-13624.84,-8.511322534498591,75300.27,4,3,3,0,0,0,19
1070,2023-03-04,Bob,South,8771.24,15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob,56689.5645,54804.899999999994,-46033.659999999996,-5.248249962377041,73158.39,1,2,1,0,2,1,11
1086,2023-09-01,Charlie,West,5437.04,17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie,60139.7831,69276.36,-63839.32,-11.741557906507953,77643.11,2,3,1,0,1,0,17
1011,2023-01-25,Eve,North,2896.48,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,28242.609999999997,29139.44,-26242.96,-9.060293873943545,94246.94,4,1,1,1,1,1,9
1016,2023-03-31,Eve,East,4309.76,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,116774.48640000001,147568.44,-143258.68,-33.24052383427383,46146.67,4,0,1,1,1,0,4
1097,2023-03-16,David,South,471.95,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David,66292.296,68547.15,-68075.2,-144.2423985591694,58398.35,3,2,2,0,2,0,13
1073,2023-10-21,Alice,West,1365.88,45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice,122483.97,115114.05,-113748.17,-83.2783040969924,46604.94,0,3,3,0,1,0,15
1059,2023-07-29,Bob,South,7678.91,16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob,57142.784,68595.36,-60916.45,-7.932955328295292,80837.3,1,2,3,1,2,1,11
1070,2023-12-13,Alice,West,100.12,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice,28001.904,30098.16,-29998.04,-299.62085497403115,46705.06,0,3,0,1,0,0,15
1080,2023-01-17,Bob,South,4224.0,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,184073.7375,189660.51,-185436.51,-43.90068892045455,85061.3,1,2,3,1,0,0,11
1093,2023-05-08,Bob,East,5272.85,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,10787.6594,12365.46,-7092.609999999999,-1.345118863612657,63539.41,1,0,3,1,2,1,1
1003,2023-12-30,Alice,East,640.88,17,Furniture,395.11,676.6600000000001,Returning,0.25,Cash,Retail,East-Alice,8627.415,6716.87,-6075.99,-9.480698414679814,96046.88,0,0,3,1,1,1,0
1020,2023-09-08,Eve,North,9733.47,26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve,122790.6108,116281.1,-106547.63,-10.946520613922887,103980.41,4,1,0,0,2,1,9
1059,2023-06-28,Bob,North,2338.64,13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob,25668.981,25607.14,-23268.5,-9.94958608421989,63631.63,1,1,1,0,2,1,6
1036,2023-07-01,Alice,West,3111.57,17,Furniture,1475.0,1840.77,Returning,0.1,Credit Card,Online,West-Alice,28163.781,25075.0,-21963.43,-7.058632780236343,49816.63,0,3,3,1,2,0,15
1019,2023-06-01,Bob,East,3109.03,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,141672.87680000003,138215.5,-135106.47,-43.45614870232838,66648.44,1,0,0,1,0,0,1
1090,2023-01-25,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,69494.43600000002,71234.42,-68853.3,-28.91635028893966,24796.47,2,2,0,0,2,1,12
1067,2023-06-29,Eve,South,114.59,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve,199824.192,207327.36,-207212.77,-1808.2971463478486,61676.19,4,2,2,1,0,0,14
1019,2023-07-17,David,South,7320.51,14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David,19769.295,22598.66,-15278.15,-2.087033553673173,65718.86,3,2,0,0,2,1,13
1020,2023-12-10,Bob,North,9671.77,45,Electronics,4268.45,4551.599999999999,New,0.08,Bank Transfer,Online,North-Bob,188436.24,192080.25,-182408.48,-18.859886039473643,73303.4,1,1,1,0,0,0,6
1096,2023-06-10,Charlie,South,2320.51,6,Furniture,252.62,742.0,New,0.22,Credit Card,Retail,South-Charlie,3472.56,1515.72,804.7900000000002,0.3468160016548087,27116.98,2,2,3,0,2,1,12
1071,2023-06-26,David,North,6664.17,35,Clothing,295.82,684.6700000000001,New,0.03,Credit Card,Online,North-David,23244.546500000004,10353.699999999999,-3689.529999999999,-0.5536368369954546,52811.54,3,1,0,0,2,0,8
1052,2023-10-12,David,North,7444.77,46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David,104462.68339999998,144275.32,-136830.55000000002,-18.379419377630203,60256.31,3,1,1,1,1,1,8
1033,2023-03-04,Bob,West,8499.41,14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob,8548.2054,5073.32,3426.09,0.4030973914659959,82479.0,1,3,0,1,1,1,16
1040,2023-05-30,Alice,South,4284.03,47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice,64991.6094,77870.54,-73586.51,-17.176936202594288,62164.799999999996,0,2,0,0,2,0,10
1039,2023-06-03,Bob,South,3099.02,8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob,26275.9952,27041.12,-23942.1,-7.7257003827016275,88160.31999999999,1,2,0,1,2,0,11
1082,2023-06-05,Charlie,East,3320.42,15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie,24190.32,25792.05,-22471.629999999997,-6.767707097294919,37266.3,2,0,0,1,2,0,2
1001,2023-02-18,David,West,7154.95,27,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,West-David,32314.5612,25353.54,-18198.59,-2.5434964604923866,68298.85,3,3,0,1,2,1,18
1011,2023-12-03,Bob,East,8186.12,13,Electronics,1442.69,1882.57,Returning,0.28,Cash,Online,East-Bob,17620.855199999998,18754.97,-10568.850000000002,-1.2910695176713758,74834.56,1,0,1,1,1,0,1
1092,2023-03-25,Alice,West,1897.98,49,Furniture,2315.0,2467.28,New,0.15,Bank Transfer,Retail,West-Alice,102762.21200000001,113435.0,-111537.02,-58.76617245703327,51714.61,0,3,3,0,0,1,15
1057,2023-12-27,Bob,South,3772.32,31,Furniture,2403.16,2453.35,Returning,0.19,Credit Card,Online,South-Bob,61603.6185,74497.95999999999,-70725.63999999998,-18.748579123722266,91932.64,1,2,3,1,2,0,11
1089,2023-06-26,Eve,North,9029.21,35,Furniture,3925.85,4082.11,New,0.22,Cash,Online,North-Eve,111441.603,137404.75,-128375.54000000001,-14.217804215429702,113009.62,4,1,3,0,1,0,9
1050,2023-05-28,Alice,North,8086.27,6,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,North-Alice,21908.5248,22579.56,-14493.29,-1.7923331771014324,44958.92,0,1,3,0,2,1,5
1023,2023-04-28,Charlie,North,9850.1,5,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,North-Charlie,9681.126,11556.25,-1706.1499999999996,-0.17321143947777176,87587.28,2,1,1,1,2,1,7
1031,2023-12-08,David,North,7567.06,22,Food,4236.05,4382.320000000001,New,0.2,Bank Transfer,Online,North-David,77128.83200000001,93193.1,-85626.04000000001,-11.315628526799047,67823.37,3,1,2,0,0,0,8
1094,2023-03-04,Bob,North,3992.63,49,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,North-Bob,27710.166400000006,30158.030000000002,-26165.4,-6.55342468498208,77296.03,1,1,2,1,2,1,6
1042,2023-07-08,Alice,East,5947.31,23,Electronics,1314.0,1567.78,Returning,0.15,Credit Card,Retail,East-Alice,30650.099000000002,30222.0,-24274.69,-4.081625138087639,101994.19,0,0,1,1,2,1,0
1099,2023-12-26,Eve,West,6644.04,25,Electronics,4148.48,4293.69,New,0.11,Bank Transfer,Online,West-Eve,95534.6025,103711.99999999999,-97067.95999999999,-14.609779591935027,81944.31,4,3,1,0,0,0,19
1007,2023-02-18,Alice,South,876.71,34,Clothing,1921.07,2289.27,Returning,0.07,Bank Transfer,Retail,South-Alice,72386.7174,65316.38,-64439.67,-73.50169383262424,63041.509999999995,0,2,0,1,0,1,10
1016,2023-11-23,Eve,East,5490.52,26,Clothing,4906.85,4954.39,New,0.25,Bank Transfer,Online,East-Eve,96610.60500000001,127578.1,-122087.58,-22.23606871480297,51637.19,4,0,0,0,0,0,4
1090,2023-09-14,Charlie,West,7122.28,47,Clothing,2357.95,2693.33,New,0.18,Bank Transfer,Online,West-Charlie,103800.9382,110823.65,-103701.37,-14.560136641637229,84765.39,2,3,0,0,0,0,17
1060,2023-08-12,David,North,1756.48,5,Furniture,3970.08,4096.48,Returning,0.13,Cash,Retail,North-David,17819.688,19850.4,-18093.920000000002,-10.301238841319003,69579.85,3,1,3,1,1,1,8
1002,2023-05-21,Charlie,West,7828.25,26,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,West-Charlie,42890.702399999995,53076.92,-45248.67,-5.780176923322581,92593.64,2,3,0,1,1,0,17
1001,2023-08-03,Bob,West,5879.35,20,Food,2153.52,2303.7,Returning,0.01,Cash,Retail,West-Bob,45613.26,43070.4,-37191.05,-6.325707773818534,88358.35,1,3,2,1,1,1,16
1048,2023-07-30,Alice,North,9527.0,6,Furniture,1945.27,2309.43,New,0.26,Credit Card,Online,North-Alice,10253.8692,11671.619999999999,-2144.619999999999,-0.22510968825443467,54485.92,0,1,3,0,2,0,5
1012,2023-11-14,Eve,North,519.98,6,Clothing,3609.42,4082.62,Returning,0.3,Bank Transfer,Retail,North-Eve,17147.004,21656.52,-21136.54,-40.6487557213739,113529.59999999999,4,1,0,1,0,1,9
1069,2023-02-01,Eve,North,2726.73,18,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,North-Eve,42305.2812,49683.78,-46957.049999999996,-17.221011981384294,116256.33,4,1,3,0,0,1,9
1037,2023-06-07,Alice,South,6055.38,4,Food,4721.7,5017.58,New,0.24,Cash,Retail,South-Alice,15253.4432,18886.8,-12831.419999999998,-2.1190115236368317,69096.89,0,2,2,0,1,1,10
1032,2023-10-12,Alice,North,3035.94,17,Clothing,1291.91,1528.59,Returning,0.11,Credit Card,Retail,North-Alice,23127.5667,21962.47,-18926.530000000002,-6.234158119066913,57521.86,0,1,0,1,2,1,5
1009,2023-11-01,Bob,South,7172.8,14,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,South-Bob,12483.055199999999,7669.0599999999995,-496.2599999999993,-0.06918637073388346,99105.44,1,2,2,1,2,1,11
1099,2023-10-13,Charlie,North,7614.15,14,Food,1996.64,2341.4700000000003,Returning,0.22,Credit Card,Online,North-Charlie,25568.852400000003,27952.960000000003,-20338.810000000005,-2.6711858841761726,95201.43000000001,2,1,2,1,2,0,7
1019,2023-05-24,Eve,South,1114.91,13,Food,3102.73,3202.68,New,0.09,Cash,Online,South-Eve,37887.704399999995,40335.49,-39220.579999999994,-35.17824757155285,62791.1,4,2,2,0,1,0,14
1048,2023-01-19,Bob,West,5187.16,7,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,West-Bob,31409.28,30176.649999999998,-24989.489999999998,-4.8175668381156544,93545.51,1,3,0,1,2,1,16
1080,2023-01-18,Charlie,East,5138.02,44,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,East-Charlie,66338.9408,77601.48000000001,-72463.46,-14.10338223673711,42404.32,2,0,1,0,2,0,2
1003,2023-09-14,Bob,West,3755.88,15,Clothing,3286.24,3388.84,Returning,0.09,Credit Card,Retail,West-Bob,46257.666000000005,49293.6,-45537.72,-12.12438097063804,97301.39,1,3,0,1,2,1,16
1020,2023-03-19,Eve,West,9335.96,19,Food,1783.48,1931.56,Returning,0.27,Bank Transfer,Retail,West-Eve,26790.7372,33886.12,-24550.160000000003,-2.629634231509133,91280.26999999999,4,3,2,1,0,1,19
1024,2023-06-24,Alice,North,8292.31,43,Clothing,3105.24,3246.33,New,0.25,Cash,Online,North-Alice,104694.1425,133525.31999999998,-125233.00999999998,-15.102306836092716,65814.17,0,1,0,0,1,0,5
1054,2023-07-13,Alice,South,7002.37,47,Food,4429.8,4694.21,New,0.25,Bank Transfer,Online,South-Alice,165470.9025,208200.6,-201198.23,-28.732876154787597,76099.26,0,2,2,0,0,0,10
1033,2023-04-23,Charlie,East,7171.83,44,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,East-Charlie,44723.6328,52589.68,-45417.85,-6.332811848579791,49576.15,2,0,1,1,0,1,2
1024,2023-04-24,David,North,4670.99,35,Furniture,2051.0,2121.55,Returning,0.26,Cash,Retail,North-David,54948.145,71785.0,-67114.01,-14.368262402617004,74250.84,3,1,3,1,1,1,8
1075,2023-08-10,Charlie,North,9217.85,17,Electronics,4966.66,5037.27,Returning,0.24,Bank Transfer,Retail,North-Charlie,65081.52840000001,84433.22,-75215.37,-8.159752002907402,104419.28,2,1,1,1,0,1,7
1072,2023-06-15,David,North,6976.49,35,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,North-David,133316.37900000002,152227.59999999998,-145251.11,-20.820084311738423,81227.33,3,1,1,1,2,1,8
1036,2023-11-15,Bob,West,7316.91,19,Furniture,2844.97,3215.0,Returning,0.09,Credit Card,Retail,West-Bob,55587.35,54054.42999999999,-46737.51999999999,-6.3876035102249435,104618.3,1,3,3,1,2,1,16
1038,2023-05-12,Bob,South,8630.74,20,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,South-Bob,40512.956000000006,52146.2,-43515.46,-5.041915293474256,107736.18,1,2,0,0,2,1,11
1084,2023-09-21,Eve,South,2813.31,36,Furniture,1458.77,1485.75,New,0.25,Credit Card,Online,South-Eve,40115.25,52515.72,-49702.41,-17.66687993857769,65604.41,4,2,3,0,2,0,14
1099,2023-02-24,David,East,8090.0,35,Clothing,2610.19,2682.53,New,0.14,Cash,Retail,East-David,80744.153,91356.65000000001,-83266.65000000001,-10.292540173053153,109972.41,3,0,0,0,1,1,3
1089,2023-12-25,Eve,South,2032.88,32,Clothing,4248.5,4706.7,New,0.01,Bank Transfer,Retail,South-Eve,149108.256,135952.0,-133919.12,-65.87654952579591,67637.29000000001,4,2,0,0,0,1,14
1099,2023-05-11,Alice,South,3518.89,48,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,South-Alice,143601.33599999998,165197.28,-161678.38999999998,-45.94584940137373,79618.15,0,2,2,1,0,0,10
1025,2023-10-15,David,North,3422.54,44,Food,1485.72,1717.97,New,0.02,Credit Card,Retail,North-David,74078.8664,65371.68,-61949.14,-18.100340682650895,84649.87,3,1,2,0,2,1,8
1093,2023-09-23,Charlie,North,9787.4,40,Furniture,1047.25,1075.89,New,0.28,Credit Card,Retail,North-Charlie,30985.632,41890.0,-32102.6,-3.279992643603,114206.68000000001,2,1,3,0,2,1,7
1018,2024-01-01,Alice,West,8579.72,24,Electronics,1362.78,1729.81,New,0.29,Bank Transfer,Online,West-Alice,29475.9624,32706.72,-24127.0,-2.812096432051396,60294.33,0,3,1,0,0,0,15
1082,2023-06-11,Alice,North,7041.58,17,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,North-Alice,18521.7788,15135.269999999999,-8093.689999999999,-1.1494139099463472,72855.75,0,1,3,1,1,1,5
1066,2023-03-28,Charlie,North,7297.86,7,Clothing,523.42,632.4399999999999,New,0.2,Bank Transfer,Online,North-Charlie,3541.664,3663.9399999999996,3633.92,0.49794323267368795,121504.54000000001,2,1,0,0,0,0,7
1054,2023-02-24,Alice,North,5664.52,43,Food,2124.72,2188.66,Returning,0.03,Credit Card,Retail,North-Alice,91289.00859999999,91362.95999999999,-85698.43999999999,-15.128985333267423,78520.27,0,1,2,1,2,1,5
1035,2023-10-15,David,North,9476.2,1,Furniture,610.83,808.69,New,0.22,Credit Card,Online,North-David,630.7782000000001,610.83,8865.37,0.935540617547118,94126.07,3,1,3,0,2,0,8
1080,2023-06-27,Eve,West,5012.96,35,Furniture,900.97,1321.18,Returning,0.1,Cash,Online,West-Eve,41617.170000000006,31533.95,-26520.99,-5.290485062717437,96293.23,4,3,3,1,1,0,19
1061,2023-12-15,Alice,North,3867.13,32,Food,2759.26,3193.25,New,0.2,Bank Transfer,Online,North-Alice,81747.20000000001,88296.32,-84429.19,-21.832519206750227,82387.4,0,1,2,0,0,0,5
1041,2023-01-08,David,East,1714.05,36,Food,864.77,1170.16,Returning,0.11,Cash,Retail,East-David,37491.926400000004,31131.72,-29417.670000000002,-17.162667366762932,111686.46,3,0,2,1,1,1,3
1100,2023-11-17,Bob,East,7883.44,13,Food,366.2,732.69,New,0.04,Cash,Retail,East-Bob,9143.9712,4760.599999999999,3122.84,0.3961265640380342,82718.0,1,0,2,0,1,1,1
1033,2023-11-09,David,East,7370.99,6,Clothing,1621.07,1687.5,Returning,0.12,Credit Card,Online,East-David,8910.0,9726.42,-2355.4300000000003,-0.31955408974913824,119057.45,3,0,0,1,2,0,3
1068,2023-09-04,Eve,East,3905.11,14,Food,1140.58,1438.76,Returning,0.03,Bank Transfer,Online,East-Eve,19538.3608,15968.119999999999,-12063.009999999998,-3.0890320631173,55542.3,4,0,2,1,0,0,4
1033,2023-11-19,David,North,349.41,37,Electronics,2600.76,2937.57,New,0.17,Credit Card,Retail,North-David,90212.77470000001,96228.12000000001,-95878.71,-274.40173435219367,94475.48000000001,3,1,1,0,2,1,8
1014,2023-09-12,Charlie,East,8406.07,48,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie,31604.1264,26722.56,-18316.49,-2.178959965834213,57982.22,2,0,3,1,0,1,2
1021,2023-11-24,Eve,North,213.04,15,Food,3771.27,4212.55,Returning,0.16,Credit Card,Retail,North-Eve,53078.13,56569.05,-56356.01,-264.532529102516,116469.37,4,1,2,1,2,1,9
1048,2023-02-23,Bob,West,7066.63,47,Food,4535.86,4641.41,New,0.27,Credit Card,Retail,West-Bob,159246.77709999998,213185.41999999998,-206118.78999999998,-29.167904644788248,111684.93,1,3,2,0,2,1,16
1020,2023-09-06,Charlie,East,9705.55,4,Clothing,3730.0,3893.6,New,0.25,Bank Transfer,Retail,East-Charlie,11680.8,14920.0,-5214.450000000001,-0.5372647608842365,67687.77,2,0,0,0,0,1,2
1008,2023-08-27,David,South,4432.85,40,Clothing,2687.49,3001.56,Returning,0.26,Bank Transfer,Online,South-David,88846.17599999999,107499.59999999999,-103066.74999999999,-23.250673945655723,70151.71,3,2,0,1,0,0,13
1007,2023-08-17,Eve,East,2426.24,16,Furniture,4310.31,4633.1,New,0.28,Credit Card,Retail,East-Eve,53373.312000000005,68964.96,-66538.72,-27.424624109733582,57968.54,4,0,3,0,2,1,4
1067,2023-03-08,Bob,East,7078.22,28,Electronics,3489.85,3842.55,New,0.03,Bank Transfer,Online,East-Bob,104363.65800000001,97715.8,-90637.58,-12.805137449810829,89796.22,1,0,1,0,0,0,1
1017,2023-02-20,Charlie,North,8189.57,16,Furniture,102.23,167.12,New,0.04,Credit Card,Retail,North-Charlie,2566.9632,1635.68,6553.889999999999,0.8002727859948691,129694.11,2,1,3,0,2,1,7
1033,2023-04-07,Bob,East,5509.66,4,Food,2000.75,2426.99,Returning,0.17,Bank Transfer,Online,East-Bob,8057.606799999999,8003.0,-2493.34,-0.45253972114431745,95305.88,1,0,2,1,0,0,1
1048,2023-04-02,David,South,9673.65,45,Electronics,4262.21,4533.31,Returning,0.27,Credit Card,Online,South-David,148919.2335,191799.45,-182125.80000000002,-18.826999116155744,79825.36,3,2,1,1,2,0,13
1076,2023-09-21,Bob,North,611.52,26,Electronics,1762.0,2002.95,Returning,0.29,Credit Card,Retail,North-Bob,36974.457,45812.0,-45200.48,-73.91496598639456,77907.55,1,1,1,1,2,1,6
1059,2023-10-18,Alice,North,5097.48,28,Electronics,224.32,715.06,Returning,0.01,Credit Card,Online,North-Alice,19821.4632,6280.96,-1183.4800000000005,-0.23216962106766492,87484.88,0,1,1,1,2,0,5
1086,2023-04-06,Charlie,West,7212.69,32,Electronics,3743.59,4116.38,Returning,0.11,Cash,Online,West-Charlie,117234.50240000001,119794.88,-112582.19,-15.60890458344945,99806.33,2,3,1,1,1,0,17
1022,2023-03-29,Bob,West,8640.14,45,Furniture,4020.09,4087.91,Returning,0.06,Bank Transfer,Online,West-Bob,172918.59299999996,180904.05000000002,-172263.91000000003,-19.937629482855606,120325.06999999999,1,3,3,1,0,0,16
1030,2023-03-19,David,East,1874.63,2,Clothing,844.94,1225.64,Returning,0.23,Credit Card,Online,East-David,1887.4856000000002,1689.88,184.75,0.09855278108213354,120932.08,3,0,0,1,2,0,3
1038,2023-10-15,David,West,8020.03,31,Clothing,2709.84,2766.51,New,0.19,Cash,Retail,West-David,69467.06610000001,84005.04000000001,-75985.01000000001,-9.474404709209319,76318.88,3,3,0,0,1,1,18
1051,2023-04-30,Bob,West,5571.8,3,Food,1000.18,1023.64,Returning,0.04,Credit Card,Online,West-Bob,2948.0832,3000.54,2571.26,0.4614774399655408,125896.87,1,3,2,1,2,0,16
1054,2023-10-29,David,West,4025.88,8,Clothing,3610.21,3817.99,Returning,0.15,Cash,Retail,West-David,25962.332,28881.68,-24855.8,-6.174004192872117,80344.76000000001,3,3,0,1,1,1,18
1008,2023-06-14,Eve,North,1403.98,24,Clothing,1394.17,1891.02,New,0.21,Credit Card,Online,North-Eve,35853.739199999996,33460.08,-32056.100000000002,-22.83230530349435,117873.34999999999,4,1,0,0,2,0,9
1027,2023-07-01,Eve,North,8666.43,15,Clothing,1615.26,1710.95,New,0.23,Credit Card,Retail,North-Eve,19761.4725,24228.9,-15562.470000000001,-1.795718652317044,126539.78,4,1,0,0,2,1,9
1027,2023-08-11,Eve,North,1657.0,43,Clothing,4232.61,4572.21,New,0.01,Cash,Retail,North-Eve,194638.9797,182002.22999999998,-180345.22999999998,-108.83840072420035,128196.78,4,1,0,0,1,1,9
1098,2023-11-07,Alice,West,3166.9,31,Food,2407.8,2502.76,Returning,0.27,Cash,Retail,West-Alice,56637.45880000001,74641.8,-71474.90000000001,-22.56935804730178,63461.23,0,3,2,1,1,1,15
1021,2023-01-07,Bob,North,2971.45,9,Furniture,3365.28,3730.43,New,0.17,Bank Transfer,Online,North-Bob,27866.312099999996,30287.52,-27316.07,-9.192841878544145,80879.0,1,1,3,0,0,0,6
1030,2023-11-26,Alice,West,8727.0,39,Electronics,2041.75,2299.37,Returning,0.24,Bank Transfer,Retail,West-Alice,68153.3268,79628.25,-70901.25,-8.12435544860777,72188.23,0,3,1,1,0,1,15
1097,2023-09-20,David,North,6759.76,45,Clothing,1525.13,1868.32,Returning,0.24,Cash,Retail,North-David,63896.543999999994,68630.85,-61871.090000000004,-9.152853059871948,101235.24,3,1,0,1,1,1,8
1028,2023-06-10,Alice,North,7987.15,2,Furniture,3146.12,3255.53,Returning,0.06,Bank Transfer,Online,North-Alice,6120.3964,6292.24,1694.9099999999999,0.21220460364460414,95472.03,0,1,3,1,0,0,5
1064,2023-05-31,David,South,2579.63,8,Clothing,816.54,1191.9,New,0.03,Cash,Retail,South-David,9249.144,6532.32,-3952.6899999999996,-1.532270131763082,82404.99,3,2,0,0,1,1,13
1097,2023-03-26,David,East,6286.25,7,Clothing,1896.35,2394.2,New,0.22,Bank Transfer,Online,East-David,13072.331999999999,13274.449999999999,-6988.199999999999,-1.1116643467886258,127218.33,3,0,0,0,0,0,3
1069,2023-05-27,Charlie,West,5760.29,44,Electronics,1084.73,1420.9,Returning,0.05,Credit Card,Online,West-Charlie,59393.62,47728.12,-41967.83,-7.28571478172106,105566.62,2,3,1,1,2,0,17
1061,2023-04-22,Eve,South,8345.02,39,Electronics,3494.19,3746.0,Returning,0.25,Bank Transfer,Retail,South-Eve,109570.5,136273.41,-127928.39,-15.32990813682891,75982.31,4,2,1,1,0,1,14
1048,2023-02-05,David,North,9070.26,42,Electronics,4723.83,5186.19,Returning,0.22,Credit Card,Online,North-David,169899.5844,198400.86,-189330.59999999998,-20.873778700941315,110305.5,3,1,1,1,2,0,8
1019,2023-10-12,Charlie,West,220.35,16,Clothing,4977.78,4995.55,New,0.25,Credit Card,Online,West-Charlie,59946.600000000006,79644.48,-79424.12999999999,-360.445336963921,105786.97,2,3,0,0,2,0,17
1004,2023-07-07,Eve,North,6772.8,35,Clothing,2278.87,2646.53,Returning,0.09,Bank Transfer,Online,North-Eve,84291.9805,79760.45,-72987.65,-10.776584278289628,134969.58,4,1,0,1,0,0,9
1035,2023-03-23,David,East,613.17,30,Clothing,1300.03,1745.52,New,0.09,Cash,Retail,East-David,47652.696,39000.9,-38387.73,-62.605362297568384,127831.5,3,0,0,0,1,1,3
1064,2023-01-02,David,South,5533.7,10,Electronics,2242.01,2282.23,Returning,0.2,Credit Card,Online,South-David,18257.84,22420.100000000002,-16886.4,-3.051556824547771,87938.69,3,2,1,1,2,0,13
1049,2023-10-30,Alice,East,2947.56,38,Food,4243.98,4474.509999999999,New,0.01,Credit Card,Online,East-Alice,168331.06619999997,161271.24,-158323.68,-53.71347148149656,104941.75,0,0,2,0,2,0,0
1017,2023-07-16,Alice,South,3137.09,18,Furniture,1069.73,1180.04,Returning,0.22,Bank Transfer,Online,South-Alice,16567.7616,19255.14,-16118.05,-5.1378984982898155,82755.24,0,2,3,1,0,0,10
1044,2023-01-11,Eve,North,3594.29,5,Food,4762.87,5050.46,New,0.25,Cash,Retail,North-Eve,18939.225,23814.35,-20220.059999999998,-5.625606169785965,138563.87,4,1,2,0,1,1,9
1092,2023-08-22,David,East,6250.8,29,Clothing,1742.24,2070.52,New,0.12,Cash,Online,East-David,52839.6704,50524.96,-44274.159999999996,-7.082958981250399,134082.3,3,0,0,0,1,0,3
1030,2023-07-14,Bob,East,3407.09,39,Clothing,4929.73,5088.02,New,0.23,Bank Transfer,Retail,East-Bob,152793.24060000002,192259.46999999997,-188852.37999999998,-55.4292313968812,98712.97,1,0,0,0,0,1,1
